timestamp,mode,SPTemp,SPHum,SPLight,actTemp,actHum,actLight,manHeater,manComp,manLight,manHum
10:19:14_1/3/2023,auto,30,70,1500,34.7,69,0,False,False,25,False
10:21:14_1/3/2023,auto,30,70,1500,34.7,69,0,False,False,25,False
10:23:14_1/3/2023,auto,30,70,1500,34.8,69,0,False,False,25,False
10:25:14_1/3/2023,auto,30,70,1500,34.8,69,0,False,False,25,False
10:27:14_1/3/2023,auto,30,70,1500,34.8,69,0,False,False,25,False
10:29:14_1/3/2023,auto,30,70,1500,34.8,69,0,False,False,25,False
10:31:14_1/3/2023,auto,30,70,1500,34.8,69,0,False,False,25,False
10:33:14_1/3/2023,auto,30,70,1500,34.8,69,0,False,False,25,False
10:35:14_1/3/2023,auto,30,70,1500,34.8,69,0,False,False,25,False
10:37:14_1/3/2023,auto,30,70,1500,34.8,69,0,False,False,25,False
10:39:14_1/3/2023,auto,30,70,1500,34.9,69,0,False,False,25,False
10:41:14_1/3/2023,auto,30,70,1500,34.9,69,0,False,False,25,False
10:43:14_1/3/2023,auto,30,70,1500,34.9,69,0,False,False,25,False
10:45:14_1/3/2023,auto,30,70,1500,34.9,69,0,False,False,25,False
10:47:14_1/3/2023,auto,30,70,1500,34.9,69,0,False,False,25,False
10:49:14_1/3/2023,auto,30,70,1500,34.9,69,0,False,False,25,False
10:51:14_1/3/2023,auto,30,70,1500,34.9,69,0,False,False,25,False
10:53:14_1/3/2023,auto,30,70,1500,35.0,69,0,False,False,25,False
10:55:14_1/3/2023,auto,30,70,1500,35.0,69,0,False,False,25,False
10:57:14_1/3/2023,auto,30,70,1500,35.0,69,0,False,False,25,False
10:59:14_1/3/2023,auto,30,70,1500,35.0,69,0,False,False,25,False
11:1:14_1/3/2023,auto,30,70,1500,35.0,69,0,False,False,25,False
11:3:14_1/3/2023,auto,30,70,1500,35.0,69,0,False,False,25,False
11:5:14_1/3/2023,auto,30,70,1500,35.0,69,0,False,False,25,False
11:7:14_1/3/2023,auto,30,70,1500,35.0,69,0,False,False,25,False
11:9:14_1/3/2023,auto,30,70,1500,35.0,69,0,False,False,25,False
11:11:14_1/3/2023,auto,30,70,1500,35.0,69,0,False,False,25,False
11:13:14_1/3/2023,auto,30,70,1500,35.0,69,0,False,False,25,False
11:15:14_1/3/2023,auto,30,70,1500,35.0,69,0,False,False,25,False
11:17:14_1/3/2023,auto,30,70,1500,35.0,69,0,False,False,25,False
11:19:14_1/3/2023,auto,30,70,1500,35.0,69,0,False,False,25,False
11:21:14_1/3/2023,auto,30,70,1500,35.0,69,0,False,False,25,False
11:23:14_1/3/2023,auto,30,70,1500,35.0,69,0,False,False,25,False
11:25:14_1/3/2023,auto,30,70,1500,35.1,69,0,False,False,25,False
11:27:14_1/3/2023,auto,30,70,1500,35.1,69,0,False,False,25,False
11:29:14_1/3/2023,auto,30,70,1500,35.1,69,0,False,False,25,False
11:31:14_1/3/2023,auto,30,70,1500,35.1,69,0,False,False,25,False
11:33:14_1/3/2023,auto,30,70,1500,35.1,69,0,False,False,25,False
11:35:14_1/3/2023,auto,30,70,1500,35.1,69,0,False,False,25,False
11:37:14_1/3/2023,auto,30,70,1500,35.1,69,0,False,False,25,False
11:39:14_1/3/2023,auto,30,70,1500,35.1,69,0,False,False,25,False
11:41:14_1/3/2023,auto,30,70,1500,35.1,69,0,False,False,25,False
11:43:14_1/3/2023,auto,30,70,1500,35.1,69,0,False,False,25,False
